,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
5592,19.0,3.43,40.79034423828125,-73.94564056396484,2,40.75278091430664,-73.97882080078125,0,2,0,1,25,19,18,42,0,1,25,19,47,54
5593,7.5,0.9,40.78089141845703,-73.98130798339844,1,40.79332733154297,-73.97298431396484,0,1,3,1,28,11,33,46,3,1,28,11,42,50
5594,7.5,1.27,40.78225326538086,-73.95416259765625,1,40.76806640625,-73.96305084228516,0,2,2,1,20,10,54,18,2,1,20,11,3,2
5595,19.5,3.9,40.75010681152344,-73.99484252929688,1,40.70476150512695,-74.01527404785156,0,1,2,1,20,12,9,13,2,1,20,12,34,45
5596,10.5,2.63,40.738929748535156,-73.99815368652344,1,40.70854949951172,-74.01557922363281,0,2,6,1,10,9,18,53,6,1,10,9,29,13
5597,5.0,0.6,40.75098037719727,-73.97454071044922,2,40.75831985473633,-73.97080993652344,0,1,2,1,6,22,0,12,2,1,6,22,5,17
5598,12.5,2.4,40.714576721191406,-73.9930648803711,2,40.73937225341797,-73.9767074584961,0,1,3,1,7,21,5,47,3,1,7,21,22,14
5599,53.0,15.57,40.748722076416016,-73.9423599243164,1,40.64467239379883,-73.78217315673828,0,2,3,1,14,16,21,35,3,1,14,17,18,43
5600,6.5,0.9,40.76279067993164,-73.97369384765625,1,40.770118713378906,-73.9666976928711,0,1,5,1,23,9,46,51,5,1,23,9,53,45
5601,7.0,1.62,40.75263977050781,-73.97537994384766,1,40.77281188964844,-73.96054077148438,0,2,4,1,1,22,59,11,4,1,1,23,5,6
5602,6.0,1.0,40.76752853393555,-73.99676513671875,2,40.771244049072266,-73.98332214355469,0,1,5,1,23,8,21,4,5,1,23,8,27,49
5603,11.5,2.88,40.7100715637207,-73.95115661621094,1,40.726322174072266,-73.99169921875,0,2,6,1,10,4,13,22,6,1,10,4,23,28
5604,12.5,2.0,40.764076232910156,-73.97078704833984,1,40.78605270385742,-73.95073699951172,0,1,0,1,11,8,59,42,0,1,11,9,17,49
5605,6.0,0.82,40.77891159057617,-73.94483184814453,1,40.78474044799805,-73.95394897460938,0,2,6,1,17,13,11,24,6,1,17,13,18,0
5606,8.5,2.0,40.73971176147461,-74.00621032714844,4,40.71395492553711,-74.01427459716797,0,1,5,1,9,11,52,0,5,1,9,12,0,9
5607,6.5,1.3,40.80620574951172,-73.96550750732422,1,40.79095458984375,-73.97264099121094,0,1,4,1,8,12,14,44,4,1,8,12,21,3
5608,16.5,2.93,40.74718856811523,-74.0007095336914,1,40.76647186279297,-73.96856689453125,0,2,1,1,12,16,31,17,1,1,12,16,55,30
5609,8.5,1.55,40.7411994934082,-73.98126983642578,2,40.75857162475586,-73.97225952148438,0,2,1,1,12,17,39,37,1,1,12,17,49,56
5610,5.5,0.9,40.779457092285156,-73.94740295410156,1,40.76647567749024,-73.95698547363281,0,1,3,1,21,20,5,53,3,1,21,20,10,35
5611,15.0,4.0,40.74867248535156,-73.9966049194336,1,40.70211410522461,-74.0127182006836,0,1,6,1,3,12,51,29,6,1,3,13,7,2
5612,9.5,1.75,40.774391174316406,-73.97753143310547,1,40.75733947753906,-73.96941375732422,0,2,1,1,19,13,55,43,1,1,19,14,7,19
5613,4.0,0.39,40.72603988647461,-73.99600219726562,2,40.72977828979492,-73.99163055419922,0,2,0,1,11,18,25,49,0,1,11,18,29,16
5614,5.0,0.61,40.73890686035156,-73.99158477783203,2,40.73408889770508,-73.98662567138672,0,2,0,1,18,13,9,13,0,1,18,13,13,18
5615,18.0,3.6,40.78374862670898,-73.9502944946289,1,40.7558822631836,-73.99021911621094,0,1,0,1,4,11,40,3,0,1,4,12,5,9
5616,8.0,1.6,40.761043548583984,-73.99861907958984,1,40.74403762817383,-73.99539184570312,0,1,5,1,16,19,2,20,5,1,16,19,9,52
5617,13.0,2.9,40.77095031738281,-73.96174621582031,1,40.73627853393555,-73.97909545898438,0,1,2,1,13,14,11,43,2,1,13,14,27,49
5618,7.0,1.47,40.7755241394043,-73.98007202148438,1,40.79119491577149,-73.97447967529297,0,2,1,1,19,9,48,13,1,1,19,9,54,21
5619,6.5,1.03,40.78498077392578,-73.95362854003906,1,40.77555847167969,-73.94608306884766,0,2,2,1,27,19,25,15,2,1,27,19,32,21
5620,39.5,13.5,40.73585891723633,-74.00116729736328,1,40.76873016357422,-73.8627700805664,0,2,0,1,4,9,38,47,0,1,4,10,14,0
5621,4.0,0.6,40.74758911132813,-74.00432586669922,1,40.74054718017578,-74.00550842285156,0,1,0,1,18,21,1,9,0,1,18,21,2,49
5622,18.0,4.77,40.715232849121094,-74.01387786865234,4,40.76156234741211,-73.98258972167969,0,2,1,1,19,18,15,40,1,1,19,18,35,3
5623,7.5,1.76,40.77988052368164,-73.95401763916016,3,40.75891876220703,-73.962646484375,0,2,3,1,14,15,35,55,3,1,14,15,43,21
5624,11.5,1.8,40.77183151245117,-73.98882293701172,1,40.78704452514648,-73.97453308105469,0,1,0,1,25,18,3,49,0,1,25,18,19,47
5625,6.5,1.0,40.73613739013672,-73.99378204345703,1,40.74618911743164,-73.99412536621094,0,1,6,1,24,19,29,1,6,1,24,19,37,0
5626,7.5,1.4,40.7501106262207,-73.99493408203125,1,40.7322998046875,-74.00179290771484,0,1,6,1,17,19,44,56,6,1,17,19,52,45
5627,30.5,9.19,40.79317474365234,-73.97401428222656,1,40.77361679077149,-73.87079620361328,0,2,2,1,13,16,16,59,2,1,13,16,46,40
5628,3.5,0.38,40.72018051147461,-73.99429321289062,2,40.72436141967773,-73.99089050292969,0,2,6,1,10,2,49,24,6,1,10,2,51,48
5629,9.5,1.4,40.75074768066406,-73.99005889892578,1,40.76318740844727,-73.97393035888672,0,1,5,1,2,16,17,25,5,1,2,16,29,34
5630,15.0,4.1,40.76539993286133,-73.92585754394531,1,40.76990127563477,-73.86353302001953,0,1,3,1,14,19,29,34,3,1,14,19,42,40
5631,9.0,0.76,40.76167678833008,-73.98225402832031,1,40.7562255859375,-73.99071502685547,0,2,3,1,14,13,33,49,3,1,14,13,46,46
5632,10.5,2.06,40.758338928222656,-73.97586822509766,5,40.78073120117188,-73.97278594970703,0,2,0,1,4,16,18,15,0,1,4,16,31,2
5633,9.5,1.6,40.74446868896485,-73.98090362548828,2,40.75600814819336,-73.99002075195312,0,1,2,1,6,18,54,41,2,1,6,19,7,39
5634,7.0,1.31,40.74668884277344,-74.00919342041016,2,40.75056838989258,-73.99472045898438,0,2,6,1,3,11,9,10,0,1,4,11,7,31
5635,13.0,1.94,40.75761795043945,-74.00080108642578,2,40.7462043762207,-73.97329711914062,0,2,0,1,11,11,57,21,0,1,11,12,16,44
5636,9.0,1.9,40.77735900878906,-73.9825210571289,1,40.75557708740234,-73.9800033569336,0,1,1,1,5,20,45,17,1,1,5,20,55,42
5637,8.5,1.6,40.719886779785156,-74.00838470458984,1,40.73625946044922,-73.9966049194336,0,1,3,1,21,19,52,47,3,1,21,20,3,10
5638,4.5,0.86,40.79331970214844,-73.94336700439453,1,40.78266906738281,-73.95118713378906,0,2,0,1,11,8,2,13,0,1,11,8,4,54
5639,8.5,1.74,40.71895980834961,-74.01042938232422,2,40.74094009399414,-74.00756072998047,0,2,5,1,16,18,11,59,5,1,16,18,20,10
5640,20.5,6.0,40.714935302734375,-74.01177978515625,1,40.74681854248047,-73.97969818115234,0,1,3,1,28,13,38,57,3,1,28,13,57,54
5641,9.5,2.2,40.74078369140625,-74.00764465332031,1,40.71508026123047,-74.01587677001953,0,2,6,1,3,22,20,26,6,1,3,22,28,54
5642,5.0,0.65,40.750732421875,-73.99091339111328,1,40.75939559936523,-73.98455810546875,0,2,4,1,15,13,54,34,4,1,15,13,59,11
5643,22.0,3.98,40.70555877685547,-74.00668334960938,1,40.75246810913086,-73.99337005615234,0,2,2,1,20,13,8,27,2,1,20,13,41,27
5644,30.0,9.28,40.75484085083008,-73.97760009765625,2,40.76963424682617,-73.86344146728516,0,2,4,1,15,9,12,13,4,1,15,9,40,11
5645,12.0,2.42,40.780521392822266,-73.98403930664062,1,40.78585052490234,-73.95328521728516,0,2,3,1,21,16,23,6,3,1,21,16,38,44
5646,4.0,0.65,40.77872085571289,-73.95398712158203,1,40.77061462402344,-73.9599609375,0,2,0,1,11,20,8,9,0,1,11,20,9,56
5647,4.0,0.5,40.77663803100586,-73.97736358642578,1,40.78108596801758,-73.98138427734375,0,1,4,1,22,12,27,15,4,1,22,12,29,37
5648,9.0,1.67,40.725379943847656,-74.00576782226562,2,40.74177169799805,-73.99759674072266,0,2,4,1,22,8,38,34,4,1,22,8,50,1
5649,10.5,3.07,40.76263046264648,-73.97055053710938,5,40.799278259277344,-73.94132995605469,0,2,4,1,29,6,17,49,4,1,29,6,27,18
5650,15.5,4.03,40.757720947265625,-73.99036407470703,1,40.71007537841797,-74.01078033447266,0,2,4,1,8,23,9,23,4,1,8,23,25,53
5651,8.0,1.1,40.76031875610352,-73.97175598144531,1,40.77355194091797,-73.95995330810547,0,1,4,1,15,14,12,41,4,1,15,14,22,32
5652,6.5,1.07,40.74320602416992,-73.98418426513672,2,40.729896545410156,-73.99210357666016,0,2,3,1,28,0,37,36,3,1,28,0,43,20
5653,7.5,1.7,40.73361206054688,-73.98033142089844,1,40.75170516967773,-73.98255157470703,0,2,0,1,18,22,25,33,0,1,18,22,31,40
5654,11.0,1.04,40.755767822265625,-73.98724365234375,1,40.74643325805664,-73.9839096069336,0,2,3,1,7,9,50,56,3,1,7,10,7,51
5655,11.0,1.8,40.72223281860352,-73.9872055053711,1,40.74427032470703,-73.9763412475586,0,1,3,1,7,20,41,52,3,1,7,20,55,37
5656,5.0,0.63,40.71152114868164,-74.01593780517578,1,40.717281341552734,-74.0108413696289,0,2,5,1,16,20,51,42,5,1,16,20,55,56
5657,13.5,2.91,40.72983169555664,-73.97895812988281,1,40.75908660888672,-73.984619140625,0,2,5,1,23,1,4,22,5,1,23,1,22,20
5658,9.0,1.7,40.66712188720703,-73.97504425048828,1,40.6840705871582,-73.97589111328125,0,1,5,1,30,13,32,19,5,1,30,13,42,48
5659,9.0,1.5,40.76678466796875,-73.9789047241211,1,40.77322387695313,-73.96649932861328,0,1,4,1,8,14,52,24,4,1,8,15,3,14
5660,5.5,0.7,40.7218132019043,-73.98919677734375,1,40.72834014892578,-73.98502349853516,0,1,4,1,1,19,40,38,4,1,1,19,46,12
5661,4.0,0.78,40.7711296081543,-73.95214080810547,1,40.77824020385742,-73.95436096191406,0,2,2,1,27,0,54,37,2,1,27,0,57,16
5662,7.0,1.51,40.7434196472168,-73.9767074584961,1,40.76253890991211,-73.96296691894531,0,2,6,1,10,18,25,46,6,1,10,18,32,21
5663,10.5,2.5,40.7868537902832,-73.9775619506836,1,40.75901794433594,-73.98158264160156,0,1,0,1,11,21,14,31,0,1,11,21,25,47
5664,25.0,3.67,40.7646713256836,-73.9769515991211,1,40.79658126831055,-73.9388427734375,0,2,2,1,13,13,59,53,2,1,13,14,41,9
5665,18.0,2.26,40.74763870239258,-74.00016784667969,1,40.72686004638672,-73.98587036132812,0,2,3,1,28,12,50,52,3,1,28,13,20,16
5666,7.0,1.2,40.75809860229492,-74.00040435791016,1,40.761329650878906,-73.98591613769531,0,1,0,1,18,11,18,1,0,1,18,11,26,19
5667,10.0,1.0,40.71699142456055,-73.99562072753906,4,40.731605529785156,-73.98844146728516,0,2,5,1,30,22,49,6,5,1,30,23,3,28
5668,6.0,0.9,40.77418518066406,-73.9571304321289,3,40.78471374511719,-73.95573425292969,0,1,0,1,4,16,0,21,0,1,4,16,6,19
5669,30.0,9.8,40.79893112182617,-73.96990966796875,1,40.77052688598633,-73.86454010009766,0,1,5,1,30,23,15,21,5,1,30,23,38,13
5670,24.5,3.78,40.7761116027832,-73.95562744140625,1,40.73311996459961,-73.99160766601562,0,2,1,1,26,13,15,44,1,1,26,13,55,51
5671,10.0,1.5,40.751548767089844,-73.99016571044922,3,40.75779724121094,-73.97148132324219,0,1,5,1,16,14,32,10,5,1,16,14,46,9
5672,7.0,1.52,40.79051971435547,-73.97345733642578,4,40.77106094360352,-73.98175811767578,0,2,2,1,20,20,49,16,2,1,20,20,54,33
5673,19.0,5.1,40.75841522216797,-73.99270629882812,1,40.70458221435547,-74.00760650634766,0,1,6,1,10,23,42,43,0,1,11,0,2,4
5674,16.5,3.3,40.764610290527344,-73.96851348876953,1,40.802642822265625,-73.9607925415039,0,1,3,1,14,8,0,11,3,1,14,8,23,59
5675,14.0,2.9,40.75965881347656,-73.97422790527344,1,40.73941040039063,-74.00808715820312,0,1,6,1,17,15,16,19,6,1,17,15,34,35
5676,6.5,1.39,40.77437973022461,-73.96354675292969,1,40.76245880126953,-73.97860717773438,0,2,5,1,30,9,43,34,5,1,30,9,49,2
5677,7.5,1.3,40.7978515625,-73.9485855102539,1,40.79539489746094,-73.96556854248047,0,1,4,1,8,18,49,7,4,1,8,18,56,57
5678,15.0,3.8,40.70442581176758,-74.00792694091797,1,40.73271179199219,-73.98542022705078,0,1,5,1,9,19,23,0,5,1,9,19,37,58
5679,32.5,11.0,40.83594512939453,-73.92870330810547,2,40.7525634765625,-74.00411987304688,1,1,0,1,18,2,28,1,0,1,18,2,52,31
5680,13.5,1.8,40.74959945678711,-73.99300384521484,1,40.72945785522461,-73.99202728271484,0,1,4,1,29,15,12,57,4,1,29,15,33,59
5681,10.0,2.5,40.75111770629883,-73.97411346435547,1,40.77349853515625,-73.94892883300781,0,1,2,1,6,13,40,10,2,1,6,13,49,46
5682,7.5,1.0,40.74542999267578,-73.9874038696289,1,40.733863830566406,-73.98983764648438,0,1,5,1,16,21,6,33,5,1,16,21,15,47
5683,9.0,2.1,40.76080322265625,-73.97098541259766,1,40.77566146850586,-73.94739532470703,0,2,6,1,17,10,23,32,6,1,17,10,32,19
5684,8.0,1.08,40.78389739990234,-73.95662689208984,1,40.77325820922852,-73.95211791992188,0,2,1,1,19,14,4,4,1,1,19,14,14,22
5685,7.5,1.31,40.75206756591797,-74.00469970703125,1,40.74204635620117,-74.00406646728516,0,2,4,1,8,9,11,47,4,1,8,9,20,41
5686,29.0,10.11,40.85274124145508,-73.8434066772461,1,40.77375411987305,-73.87094116210938,0,2,0,1,18,17,32,33,0,1,18,17,52,7
5687,3.5,0.3,40.76006317138672,-73.97542572021484,5,40.76410675048828,-73.97335052490234,0,2,4,1,22,18,36,45,4,1,22,18,39,5
5688,11.0,2.21,40.78049850463867,-73.97991180419922,6,40.80426025390625,-73.96663665771484,0,2,3,1,7,13,24,40,3,1,7,13,38,0
5689,8.0,1.5,40.71963882446289,-74.0101089477539,1,40.73828887939453,-74.00556182861328,0,1,1,1,5,19,40,11,1,1,5,19,49,7
5690,15.0,4.08,40.72758865356445,-74.00894927978516,6,40.76184844970703,-73.96542358398438,0,2,0,1,18,23,11,56,0,1,18,23,27,42
5691,23.0,5.5,40.76191329956055,-73.92660522460938,1,40.7911376953125,-73.96854400634766,0,1,5,1,9,17,36,49,5,1,9,18,7,13
5692,4.5,0.6,40.7793197631836,-73.95561981201172,1,40.777992248535156,-73.94570922851562,0,1,4,1,15,12,19,56,4,1,15,12,23,58
5693,13.0,3.67,40.7514877319336,-73.97108459472656,1,40.71818161010742,-73.98921203613281,0,2,5,1,9,0,53,50,5,1,9,1,4,28
5694,30.5,9.06,40.75120162963867,-73.8899154663086,2,40.73591995239258,-74.00154876708984,0,2,5,1,9,21,55,50,5,1,9,22,24,2
5695,7.5,1.1,40.74540328979492,-73.98884582519531,1,40.732398986816406,-74.00048828125,0,1,4,1,22,21,3,58,4,1,22,21,12,48
5696,31.0,9.88,40.69734191894531,-73.92144775390625,5,40.76401138305664,-73.9832992553711,0,2,4,1,1,5,48,48,4,1,1,6,17,39
5697,9.5,2.2,40.76074981689453,-73.99443817138672,2,40.738426208496094,-73.99020385742188,0,1,5,1,9,22,58,9,5,1,9,23,8,11
5698,52.0,3.3,40.76008224487305,-73.99492645263672,1,40.74126815795898,-73.9468994140625,0,1,5,1,30,0,26,44,5,1,30,0,41,37
5699,11.0,2.9,40.78795623779297,-73.97577667236328,1,40.758731842041016,-73.97781372070312,0,1,5,1,16,11,42,21,5,1,16,11,53,57
5700,20.5,5.4,40.68489456176758,-73.95921325683594,1,40.73045349121094,-74.0019302368164,0,1,0,1,11,21,15,31,0,1,11,21,38,47
5701,10.5,1.71,40.74692916870117,-73.99348449707031,1,40.7597885131836,-73.97420501708984,0,2,1,1,19,11,54,20,1,1,19,12,9,48
5702,6.0,1.08,40.78042602539063,-73.9587631225586,2,40.78774642944336,-73.97492218017578,0,2,5,1,2,19,14,40,5,1,2,19,19,23
5703,16.0,2.4,40.76032638549805,-73.96147155761719,1,40.784629821777344,-73.95366668701172,0,1,3,1,7,14,5,17,3,1,7,14,30,25
5704,8.0,1.6,40.7696533203125,-73.98416900634766,1,40.78616333007813,-73.9715805053711,0,2,6,1,10,18,9,37,6,1,10,18,17,33
5705,6.5,1.56,40.77497100830078,-73.98052978515625,2,40.7763557434082,-73.9620590209961,0,2,3,1,7,22,6,15,3,1,7,22,11,10
5706,15.0,2.4,40.763221740722656,-73.99652862548828,1,40.73956680297852,-73.98924255371094,0,1,3,1,28,16,7,52,3,1,28,16,30,59
5707,6.5,1.1,40.75445175170898,-73.98648071289062,1,40.744178771972656,-73.98715209960938,0,1,1,1,12,7,36,25,1,1,12,7,43,39
5708,8.0,1.62,40.72893142700195,-73.97830963134766,1,40.74628829956055,-73.97991180419922,0,2,5,1,9,1,1,10,5,1,9,1,9,56
5709,16.5,3.6,40.71895980834961,-74.00218200683594,1,40.76464080810547,-73.9821548461914,0,1,1,1,12,15,12,24,1,1,12,15,34,48
5710,4.0,0.4,40.74412536621094,-73.98189544677734,1,40.74517440795898,-73.98696899414062,0,1,3,1,7,15,26,1,3,1,7,15,29,5
5711,7.0,1.42,40.73937225341797,-73.97682189941406,2,40.7554817199707,-73.96817016601562,0,2,4,1,29,14,45,44,4,1,29,14,52,49
5712,41.5,9.6,40.76324462890625,-73.9854965209961,4,40.77422332763672,-73.8726577758789,0,1,3,1,21,13,31,45,3,1,21,14,24,15
5713,11.0,2.61,40.71594619750977,-73.95317840576172,6,40.70589065551758,-73.92176055908203,0,2,0,1,25,0,6,29,0,1,25,0,19,15
5714,7.5,1.57,40.77315521240234,-73.96058654785156,6,40.76298904418945,-73.97834777832031,0,2,4,1,8,16,12,24,4,1,8,16,20,32
5715,4.5,0.53,40.73078155517578,-73.99231719970703,1,40.7270393371582,-73.98590850830078,0,2,0,1,25,20,18,37,0,1,25,20,22,48
5716,5.0,0.8,40.76642990112305,-73.99442291259766,1,40.77000427246094,-73.98399353027344,0,1,1,1,26,8,38,55,1,1,26,8,43,8
5717,9.5,2.3,40.80176544189453,-73.95904541015625,2,40.779380798339844,-73.95569610595703,0,1,4,1,22,1,41,20,4,1,22,1,49,18
5718,9.5,1.96,40.76217269897461,-73.97872924804688,1,40.778568267822266,-73.95854187011719,0,2,4,1,29,0,1,50,4,1,29,0,12,46
5719,5.5,0.9,40.76019287109375,-73.98516845703125,1,40.75095748901367,-73.99424743652344,0,1,1,1,5,6,8,1,1,1,5,6,13,0
5720,4.5,0.64,40.754661560058594,-73.96430969238281,2,40.75127029418945,-73.97211456298828,0,2,3,1,21,11,53,38,3,1,21,11,57,49
5721,14.0,2.9,40.77508544921875,-73.99091339111328,1,40.742454528808594,-74.00048828125,0,2,4,1,15,18,35,38,4,1,15,18,54,25
5722,6.0,1.01,40.72513198852539,-74.00045776367188,1,40.729923248291016,-73.98979187011719,0,2,3,1,7,23,12,24,3,1,7,23,17,38
5723,19.0,5.35,40.757511138916016,-73.91307067871094,1,40.74380111694336,-73.98800659179688,0,2,4,1,1,0,55,11,4,1,1,1,15,56
5724,15.5,2.1,40.80514144897461,-73.93929290771484,1,40.80509948730469,-73.9660415649414,0,2,1,1,26,15,14,21,1,1,26,15,38,17
5725,19.5,4.88,40.75574111938477,-73.97276306152344,1,40.74879837036133,-73.98438262939453,0,2,6,1,17,0,59,5,6,1,17,1,24,39
5726,6.5,0.9,40.73946380615234,-73.99547576904297,2,40.7431869506836,-73.98421478271484,0,1,3,1,21,18,33,46,3,1,21,18,41,4
5727,5.5,0.85,40.72304153442383,-73.99768829345703,1,40.73141098022461,-73.99172973632812,0,2,4,1,29,7,48,51,4,1,29,7,53,55
5728,6.0,1.16,40.74908828735352,-73.99172973632812,1,40.73588180541992,-73.99784851074219,0,2,4,1,8,23,35,56,4,1,8,23,41,56
5729,10.0,1.97,40.76430130004883,-73.98091888427734,1,40.7906608581543,-73.97476196289062,0,2,1,1,5,14,6,28,1,1,5,14,18,53
5730,14.5,2.6,40.7212028503418,-74.00426483154297,2,40.739253997802734,-73.98259735107422,0,1,5,1,9,21,54,44,5,1,9,22,15,18
5731,6.0,0.96,40.74421691894531,-73.97437286376953,1,40.75176239013672,-73.97975158691406,0,2,0,1,11,20,5,27,0,1,11,20,11,21
5732,16.5,4.76,40.72806930541992,-73.99044799804688,1,40.77584838867188,-73.95481872558594,0,2,6,1,17,11,14,12,6,1,17,11,28,18
5733,9.5,1.7,40.761451721191406,-73.9999771118164,1,40.75983047485352,-73.97737884521484,0,2,3,1,21,23,15,3,3,1,21,23,27,26
5734,13.0,1.96,40.76451873779297,-73.98269653320312,1,40.74137878417969,-73.9998779296875,0,2,1,1,19,14,22,7,1,1,19,14,40,49
5735,7.5,1.6,40.79240036010742,-73.97522735595703,1,40.77196502685547,-73.982177734375,0,1,0,1,4,22,48,51,0,1,4,22,54,55
5736,4.5,0.5,40.750465393066406,-73.99462127685547,3,40.74473571777344,-73.99722290039062,0,1,1,1,12,20,22,21,1,1,12,20,25,44
5737,19.5,3.0,40.73421859741211,-73.99476623535156,1,40.76915740966797,-73.96544647216797,0,1,4,1,1,16,48,43,4,1,1,17,17,46
5738,8.0,1.19,40.764060974121094,-73.98262786865234,1,40.77613067626953,-73.97605895996094,0,2,6,1,24,15,29,18,6,1,24,15,39,20
5739,20.5,3.88,40.71692657470703,-73.99791717529297,1,40.75541687011719,-73.97106170654297,0,2,4,1,15,23,3,25,4,1,15,23,35,13
5740,8.0,1.1,40.71519470214844,-73.99668884277344,1,40.72163772583008,-73.9839859008789,0,1,5,1,2,13,52,45,5,1,2,14,1,45
5741,27.5,8.8,40.66842269897461,-73.97384643554688,1,40.7545166015625,-73.96855163574219,0,1,3,1,14,22,4,37,3,1,14,22,31,8
5742,11.5,1.4,40.72441482543945,-74.00654602050781,1,40.74191284179688,-74.00408935546875,0,1,1,1,19,18,11,26,1,1,19,18,28,9
5743,17.5,5.4,40.757896423339844,-73.97638702392578,2,40.70696640014648,-74.00496673583984,0,1,5,1,9,13,39,59,5,1,9,13,53,2
5744,7.0,0.82,40.76445007324219,-73.95848846435547,1,40.76108169555664,-73.96932220458984,0,2,0,1,18,20,22,1,0,1,18,20,30,1
5745,3.5,0.3,40.744136810302734,-73.98067474365234,1,40.741207122802734,-73.98145294189453,0,1,1,1,12,7,8,55,1,1,12,7,10,30
5746,31.5,9.9,40.77413558959961,-73.87088012695312,1,40.74355697631836,-73.99600219726562,0,2,1,1,12,13,57,10,1,1,12,14,23,40
5747,8.5,1.3,40.73041534423828,-74.00691986083984,1,40.72621154785156,-73.98933410644531,0,1,5,1,23,10,9,19,5,1,23,10,20,39
5748,3.0,0.3,40.76112747192383,-73.97589111328125,1,40.76371383666992,-73.98165130615234,0,1,1,1,5,23,31,49,1,1,5,23,32,59
5749,6.5,1.23,40.73143768310547,-73.98272705078125,1,40.73316192626953,-73.99987030029297,0,2,3,1,7,23,27,50,3,1,7,23,33,57
5750,16.5,4.7,40.71599197387695,-73.99481964111328,1,40.71211624145508,-73.9439697265625,0,1,3,1,7,23,2,35,3,1,7,23,16,39
5751,30.0,8.54,40.74747848510742,-73.94456481933594,5,40.720645904541016,-74.0101089477539,0,2,2,1,20,10,29,57,2,1,20,11,3,45
5752,14.5,3.09,40.76057052612305,-73.98101043701172,1,40.77976608276367,-73.9444808959961,0,2,3,1,14,7,16,1,3,1,14,7,35,16
5753,7.0,1.4,40.75181579589844,-73.9765853881836,1,40.76460266113281,-73.96163940429688,0,1,4,1,29,6,36,38,4,1,29,6,43,26
5754,11.0,2.8,40.71848678588867,-73.98538970947266,3,40.74293518066406,-73.98247528076172,0,1,4,1,15,22,15,19,4,1,15,22,25,4
5755,11.0,2.5,40.77730941772461,-73.96443176269531,2,40.76696014404297,-73.99369049072266,0,2,2,1,20,7,46,18,2,1,20,7,59,28
5756,12.5,1.7,40.78290557861328,-73.9774169921875,1,40.77149200439453,-73.95023345947266,0,1,2,1,13,15,5,55,2,1,13,15,23,46
5757,4.0,0.5,40.736328125,-73.98838806152344,1,40.73815536499024,-73.98098754882812,0,1,5,1,9,14,14,47,5,1,9,14,17,27
5758,10.5,1.3,40.74921798706055,-73.9920883178711,1,40.75278091430664,-73.97325897216797,0,1,3,1,21,15,3,18,3,1,21,15,19,2
5759,15.5,3.92,40.78633117675781,-73.9486083984375,1,40.756778717041016,-73.9901123046875,0,2,6,1,17,11,29,8,6,1,17,11,46,52
5760,7.0,1.2,40.73469161987305,-73.98279571533203,1,40.74949645996094,-73.97775268554688,0,1,2,1,6,15,56,31,2,1,6,16,3,28
5761,12.5,2.7,40.77327346801758,-73.97825622558594,1,40.77973175048828,-73.94548034667969,0,1,1,1,5,15,9,7,1,1,5,15,24,10
5762,10.0,2.3,40.7908821105957,-73.9744644165039,1,40.76231002807617,-73.99626159667969,0,1,5,1,30,18,42,24,5,1,30,18,52,42
5763,6.0,1.19,40.7432861328125,-73.99259185791016,6,40.73213577270508,-73.99441528320312,0,2,1,1,5,5,40,9,1,1,5,5,44,47
5764,7.0,0.7,40.74284744262695,-73.9814682006836,1,40.7450065612793,-73.9891128540039,0,1,3,1,7,12,4,42,3,1,7,12,13,51
5765,52.0,18.68,40.81053161621094,-73.95832061767578,5,40.64475631713867,-73.78189849853516,0,2,2,1,13,12,0,58,2,1,13,12,53,29
5766,17.0,4.83,40.76216125488281,-73.96222686767578,1,40.76216125488281,-73.96222686767578,0,2,4,1,22,23,33,54,4,1,22,23,52,52
5767,6.0,1.0,40.77717971801758,-73.97599792480469,1,40.76792526245117,-73.96834564208984,0,1,2,1,20,17,47,23,2,1,20,17,53,28
5768,30.0,9.41,40.80112075805664,-73.95945739746094,1,40.74615859985352,-73.9906997680664,0,2,4,1,1,3,30,20,4,1,1,4,5,7
5769,11.0,1.96,40.75928115844727,-73.9728012084961,1,40.73405838012695,-73.99002075195312,0,2,4,1,22,12,16,42,4,1,22,12,31,49
5770,20.5,3.32,40.730224609375,-73.99949645996094,1,40.76533508300781,-73.97512817382812,0,2,5,1,2,18,37,2,5,1,2,19,8,36
5771,5.5,0.9,40.75609588623047,-73.96348571777344,1,40.75070571899414,-73.9736557006836,0,2,0,1,25,18,52,16,0,1,25,18,58,2
5772,17.5,5.0,40.78110122680664,-73.94918060302734,1,40.7371711730957,-74.00569152832031,0,1,5,1,9,2,38,44,5,1,9,2,57,52
5773,7.5,1.4,40.740989685058594,-73.97547149658203,1,40.72311401367188,-73.98847198486328,0,1,3,1,14,8,45,20,3,1,14,8,53,51
5774,5.0,0.8,40.73031234741211,-74.00293731689453,1,40.7220458984375,-73.9972915649414,0,1,2,1,20,13,22,57,2,1,20,13,27,12
5775,13.5,2.9,40.75466918945313,-73.97383117675781,1,40.787353515625,-73.94489288330078,0,1,3,1,21,7,33,24,3,1,21,7,49,54
